...1,census_tract_number,total_population,california_county,children_10_percent,pop_11_64_years_percent,elderly_65_percent,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_percent,zip,nearby_city,ces_3_0_score,sb_535_disadvantaged_community,ozone,pm2_5,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score
6475,6017031301,3408,El Dorado,9.4,68.7,21.9,10.4,85.3,0.2,0.7,1,2.4,95709,Camino,10.91,No,0.057,6.70169341,3.739,145.87,16.94,1.501395882,254.08,0,10,0,2,3,27.3,3.36,43.61,2.04,7.62,6.2,1.4,18.8,16,9,31.29,3.25
7412,6059062635,4039,Orange,12.7,81.6,5.7,12.8,67.2,1.3,0.1,13.6,4.9,92656,Aliso Viejo,4.21,No,0.048,8.69794377,15.113,228.55,0,3010.636083,474.78,0,0,0.025,2,1,30.13,3.71,20.27,3.19,4.9,3.3,2,5.7,4.9,11.2,10.93,1.13
5724,6059110001,4467,Orange,11.1,76.9,12,17.6,63.6,1,0.3,13.8,3.7,92845,Garden Grove,14.98,No,0.044,11.21,13.366,393.45,0,10279.30598,784.22,0,18,0,3,2,42.81,5.27,30.76,3.62,8.39,6.1,2.4,16,5.8,13.1,27.4,2.84
936,6037191610,4502,Los Angeles,13.3,80.5,6.2,75.1,10.5,1.5,0,11.4,1.4,90029,Los Angeles,49.13,Yes,0.048,12.89,36.19,664.07,0,2565.975584,2933.48,5.1,3.75,0.045,0,1,54.85,6.76,57,4.85,8.6,37.4,23.1,59.5,11.3,33,70.13,7.27
1400,6019007700,5599,Fresno,19.4,72.3,8.3,69.9,26.1,1.6,0.5,0.7,1.3,93656,Riverdale,44.34,Yes,0.062,15.82,3.733,748.84,1527.67,229.7134081,119.06,1,0,0,3,2,47.12,5.8,63.1,5.18,12.73,37.9,15.4,64.4,14.8,14.9,73.67,7.64
6048,6061021603,4549,Placer,13.6,62.4,24,25.6,67.9,0.8,0.9,2.6,2.3,95602,Auburn,13.25,No,0.053,7.85958451,5.644,69.78,0,0.339664062,606.47,0,4.05,0.15,0,2.7,23.97,2.95,29.8,3.49,4.55,13.6,11.4,55.6,12.9,27,43.28,4.49
2695,6071001901,5753,San Bernardino,13.5,80.3,6.2,48.4,31.5,5.1,0.1,12.6,2.2,91710,Chino,33.12,No,0.06,12.89,21.69,850.84,0.27,5755.398027,407.65,0,1,0.175,0,5.5,53.99,6.65,50.73,4.5,12.86,15.4,2.7,17.1,6.8,16.9,48.03,4.98
5811,6077004303,4610,San Joaquin,9.6,66.9,23.5,13.7,78,0.5,0.3,5.4,2.1,95242,Lodi,14.54,No,0.046,10.94,10.965,612.58,309.04,151.3932234,405.88,0,2.8,0,0,0,33.38,4.11,27.54,4.53,7.92,7.8,2.2,23.3,10.6,11.1,34.11,3.54
6581,6075047600,5137,San Francisco,9.2,74.4,16.4,6.1,39.9,1.5,0.1,48.2,4.2,94118,San Francisco,10.11,No,0.03,8.27876414,39.92,171.2,0,222.9873028,1010.49,0.7,0,0,10,0,29.33,3.61,21.22,4.79,4.56,10.2,14.6,14.4,0.9,14.7,26.98,2.8
1219,6037197420,3509,Los Angeles,9.7,81.1,9.2,60.1,23.4,1.7,0.3,12.4,2.1,90026,Los Angeles,46.1,Yes,0.046,12.89,29.34,664.07,0,4144.937285,1132.98,16.5,15,0,13,0,59.3,7.3,45.7,5.49,6.54,24.5,18.5,55.5,11.3,22,60.86,6.31
3229,6073009201,5014,San Diego,25.1,68.2,6.7,23.1,39.9,15.3,0.7,14.9,6.2,92123,San Diego,29.21,No,0.042,9.95548266,31.664,228.07,0,158.8786668,1862.4,10.5,8,0.225,0,3,44.53,5.49,44.23,5.75,6.05,9.9,3.6,31.7,14.3,25.6,51.36,5.33
2247,6037406902,3149,Los Angeles,12.5,72.6,14.9,76.6,7.2,2.6,0.2,12.5,0.9,91746,La Puente,36.58,No,0.051,11.63,18.49,868.81,0,18652.46622,624.82,24,0.3,0.01,3,0,50.25,6.19,40.05,5.34,7.58,31,14,22.6,16.2,18.5,56.99,5.91
2219,6067004402,4252,Sacramento,18.1,74.1,7.8,45.8,13.5,16.2,0.5,19.9,4.1,95820,Sacramento,36.76,No,0.048,9.53630303,16.53,792.95,0,181.7978631,518.82,0.4,7,0,0,0,32.41,3.99,100.07,6.08,12.81,48.5,22.1,75.2,27.7,23.9,88.79,9.21
2343,6037430002,7021,Los Angeles,11.2,73.9,14.9,41.1,28.6,8.5,0.2,19.3,2.3,91010,Duarte,35.87,No,0.053,11.21,11.534,339.78,0,6930.60448,1882.4,0.5,0.3,0.175,0,6,46.5,5.73,56.8,5.48,8.8,14.2,7.6,36,11.2,21.9,60.38,6.26
7031,6013345105,6223,Contra Costa,13.4,73.9,12.7,8.8,77.2,0.7,0.1,9.2,3.9,94526,Danville,7.51,No,0.038,7.85958451,13.775,70.6,0.13,415.0403589,2302.21,14,2,0.11,0,0,32.81,4.04,28.86,3.69,5.15,5.5,0.9,11.4,4.6,15.7,17.91,1.86
5577,6073019406,4628,San Diego,12.7,75.5,11.8,44.7,44.1,3.8,0.5,4.3,2.7,92083,Vista,15.7,No,0.044,9.53630303,13.01,206.68,0.01,48.24914762,1746.7,0.8,3,0,3,0,28.76,3.54,54.72,3.39,7.22,14.6,8.2,34.5,10,11.7,42.73,4.43
4832,6013302010,10039,Contra Costa,14.6,78.8,6.6,28.3,56.4,4.7,0.3,6.2,4,94561,Oakley,19.49,No,0.042,7.85958451,24.932,189.22,9.66,183.2179403,324.31,2.15,3,0.025,8,0,32.93,4.06,90.16,4.35,13.03,8.7,1,11,5.5,15.1,46.34,4.81
3710,6111000500,1867,Ventura,15.7,66.1,18.2,65.6,32,0.2,0.2,1.1,1,93066,Somis,25.98,No,0.048,9.53630303,2.643,631.31,2971.07,31.37283063,554.12,0.75,4.5,0.425,6,5.25,47.88,5.9,31.05,4.1,6.13,30.4,13.5,41.3,7.6,17,42.49,4.41
5233,6089011500,5485,Shasta,9.7,67.7,22.6,7.2,85.1,0.2,2.9,1.8,2.8,96002,Redding,17.5,No,0.044,6.18286598,6.896,497.96,9.41,9.735037812,590.2,5,14,0.25,2,0,34.81,4.29,54.19,3.21,7,10.4,0,27.9,16.4,15.6,39.35,4.08
1618,6037406800,4926,Los Angeles,12.6,74.3,13.1,55.2,15.2,2.8,0.3,24.9,1.7,91790,West Covina,42.28,Yes,0.051,11.21,20.302,824.73,0,13267.03216,1557.62,13.2,4.1,0.075,3,0,56.14,6.92,46.97,6.15,9.03,23,9.2,30.1,12,12.9,58.95,6.11
6276,6073018608,3175,San Diego,13.4,73.1,13.5,24.3,48.9,8.5,0.5,11.9,6,92057,Oceanside,12.05,No,0.042,8.69794377,7.673,763.09,85.05,48.15010262,514.27,12.1,0,0,5,0,36.65,4.51,27.79,4.04,5.2,7,4,16.1,9.2,13.2,25.73,2.67
1352,6001433200,6897,Alameda,10.9,74,15.1,22.9,24.1,15.5,0.2,33.8,3.5,94578,San Leandro,44.9,Yes,0.03,8.69794377,37.463,70.6,0,458.7319918,2490.72,39.05,27.8,0.46,1,15.5,50.45,6.21,94.94,6.97,9.62,16.3,14.5,37.5,7.4,20.2,69.67,7.23
4969,6065043247,8838,Riverside,16.8,78.5,4.7,28,44.7,8,0.6,14.1,4.6,92596,Winchester,18.83,No,0.057,6.18286598,4.821,821.28,24.09,106.1037411,336.01,4.5,5,0.59,6,5,48.02,5.91,20.29,4.79,7.04,12.3,3.3,11.7,10.9,8.9,30.69,3.18
1654,6001444601,4761,Alameda,12.5,74.6,12.9,26.3,35.1,4.1,0.4,30.2,3.8,94560,Newark,41.99,Yes,0.035,9.53630303,30.12,83.53,6.09,170.4396444,2094.42,23.25,55.7,6.46,0,4,54.45,6.71,73.21,5.87,10.59,11.1,5.9,20.4,9.9,17.4,60.38,6.26
5027,6071000115,7114,San Bernardino,16.3,78.4,5.3,28.9,28.1,5.4,0,34.5,3.1,91708,Chino,18.5,No,0.057,12.89,13.783,1049.95,12.31,5526.015831,721.32,8.25,18.2,0.1,5,3,67.53,8.32,21.14,4.33,6.29,3.1,4.8,16.5,4.8,11.8,21.44,2.22
6025,6111001102,3539,Ventura,9.2,75.3,15.5,19.8,75,0.5,0.5,2,2.2,93022,Oak View,13.4,No,0.051,9.53630303,1.603,330.09,6.2,18.48829582,612.04,2.25,0,0,5,0.7,31.77,3.91,26.61,3.98,5.86,9.9,1.9,32.5,11.8,17.8,33.03,3.43
4576,6001409700,4696,Alameda,19.1,74.1,6.8,39,2.7,49.1,0.3,6.6,2.3,94605,Oakland,20.87,No,0.03,8.69794377,28.633,70.6,0,403.562997,200.83,0,3.25,0.05,0,0,20.19,2.49,137.04,6.85,8.46,36,12.4,54.7,14.6,32.1,80.94,8.39
3093,6077005003,5417,San Joaquin,14.6,74,11.4,20.9,68.7,1.4,0.6,5.9,2.6,95366,Ripon,30.22,No,0.051,12.89,7.294,631.2,4320.42,2445.352758,682.98,0,14.5,0.1,11,0.75,58.97,7.26,44.72,5.62,8.97,10.1,2.6,19.4,4.8,6.9,40.12,4.16
1827,6037294200,4951,Los Angeles,15.9,74.8,9.3,87.7,6.5,0.9,0.3,3.2,1.4,90744,Wilmington,40.31,Yes,0.042,11.21,20.01,228.23,5.32,10530.32047,980.53,5,51.25,1.76,0,1.7,55.51,6.84,66.68,3.55,10.06,21.7,12.7,41.3,7.7,19.6,56.84,5.89
1492,6037530203,3238,Los Angeles,12.8,76.3,10.9,79.7,7.2,0.4,0.3,11.5,0.8,90640,Montebello,43.48,Yes,0.046,12.05,33.38,764.71,0,10061.86632,1671.62,10,4.05,0.035,0,1,56.14,6.91,54.54,4.44,10.97,26,25.8,43.7,8,15.4,60.64,6.29
3331,6103001000,7175,Tehama,15,70.9,14.1,35.1,60.1,0.4,1.6,0.8,2,96021,Corning,28.34,No,0.05,9.53630303,2.997,564.33,229.53,5.948874652,85.08,13,11,0,5,0,37.01,4.56,58.33,5.8,13.81,21.5,3.8,43.7,9,5.1,59.96,6.22
7497,6073017200,4146,San Diego,6,73.2,20.8,4.2,90.6,0.2,0,2.8,2.1,92014,Del Mar,2.89,No,0.042,9.95548266,10.122,232.52,0,24.30756433,399.96,6,12,0,6,1,28.56,3.52,14.13,3.83,3.84,1.2,1.1,7.9,3.9,10,7.92,0.82
5436,6037403325,4795,Los Angeles,10.1,79.2,10.7,17.6,24.3,3.1,0.3,51.6,3.1,91765,Diamond Bar,16.5,No,0.051,11.63,11.69,276.16,0,9635.290842,2054.18,0,3,0,0,0,38.14,4.7,24.44,4.58,7.8,5.8,9.3,15.9,8.9,12,33.86,3.51
3724,6013386000,3317,Contra Costa,11.3,73.2,15.5,17.5,30,14.1,0.5,32.8,5.1,94530,El Cerrito,25.9,No,0.03,8.69794377,14.31,70.6,0,804.6372748,1321.04,31.2,9.75,0.235,11,0.5,42.05,5.18,47.25,3.31,5.52,15.6,12.6,37.7,13.7,28.3,48.22,5
1256,6071003503,5489,San Bernardino,15.9,79,5.1,66,9.7,18,0.2,3.9,2.2,92376,Rialto,45.7,Yes,0.065,12.89,15.118,755.93,0,2073.951172,428.1,1,0,0.025,0,2,45.24,5.57,84.44,6.47,15.56,26.4,7.2,42.3,12.6,28.4,79.07,8.2
6985,6037143901,4068,Los Angeles,12.6,71.4,16,6,83,1.6,0,5.9,3.5,91604,Studio City,7.81,No,0.051,12.05,9.492,618.05,0,1299.971382,1173.33,0,0.3,0.1,6,0,44.32,5.46,15.08,3.03,4.66,4.7,2.8,11.3,7.6,11.4,13.8,1.43
2150,6071009904,10960,San Bernardino,20,71.8,8.2,47.3,23.7,21.9,0.4,3.2,3.4,92394,Victorville,37.31,No,0.065,7.02122524,15.276,386.58,0.41,55.84336806,1146.71,0,1,0.1,0,2,37.26,4.59,71.13,5.71,12.27,29.1,7.6,61.1,16.7,28.1,78.39,8.13
2011,6085504319,6936,Santa Clara,14.4,75.9,9.7,18.4,10.2,2.2,0.3,66.5,2.5,95133,San Jose,38.76,No,0.035,10.37,28.4,479.23,0,306.4416558,1076.06,22.4,10.35,2.085,2,7.35,52.81,6.5,39.74,6.54,8.65,17,14.1,19.6,13.5,14.3,57.45,5.96
60,6037205110,3766,Los Angeles,20.4,76.2,3.4,98.5,1.1,0.1,0.1,0.1,0.2,90023,Los Angeles,69.85,Yes,0.046,12.89,42.82,664.07,0,14659.83047,974.3,20.15,4.75,9.06,7,8.1,70.49,8.68,68.74,5.45,10.4,70.2,42.7,78.8,5.5,37,77.58,8.05
213,6037575802,5167,Los Angeles,19.3,77.2,3.5,76.6,8.5,10.1,0.4,3.2,1.3,90813,Long Beach,62.21,Yes,0.042,11.21,160.262,220.01,2.75,12200.14975,584.65,0,38.8,0.16,20,0.3,54.81,6.75,122.08,7.66,11.92,41.1,14.8,76.4,12.1,32.9,88.85,9.21
1606,6037602504,4407,Los Angeles,16.8,79.1,4.1,44.1,5,38.5,0.2,9.6,2.5,90250,Hawthorne,42.33,Yes,0.044,12.05,23.4,255.67,0,4955.715928,1473.48,3.2,2,0.05,7,0.2,46.61,5.74,78.54,5.23,10.73,20,13.1,53.7,10.2,23.2,71.1,7.37
2207,6103001100,7523,Tehama,17.8,70.9,11.3,42.3,52.3,0.4,1.6,1.2,2.3,96021,Corning,36.83,No,0.05,9.53630303,3.973,566.73,99.62,7.158391144,194.61,16,32,0,5,11,45.81,5.64,59.75,2.86,14.25,26.9,8.9,60.1,18.6,15.1,62.94,6.53
6637,6073007400,6590,San Diego,8.9,82.7,8.4,12.4,78.8,1.4,0.4,3,4,92107,San Diego,9.79,No,0.04,10.79,13.8,228.07,0,214.3877209,498.71,14,0.3,0,3,2,31.49,3.88,32.67,3.27,5.28,3.7,2,26.7,10.1,12.6,24.35,2.52
2171,6075012501,5335,San Francisco,7,80.3,12.7,19.2,34.1,16.6,0.8,24.9,4.4,94102,San Francisco,37.14,No,0.03,8.69794377,106.3,171.2,0,231.4711816,617.95,24.7,2.9,2.28,10,0,41.03,5.05,102.23,5.65,6.94,29.3,21.1,75.1,7.1,30.7,70.86,7.35
34,6037204600,4101,Los Angeles,16.8,74,9.2,96.3,1.8,0.4,0.2,1.1,0.2,90023,Los Angeles,73.13,Yes,0.046,12.89,54.194,664.07,0,10365.37086,2937.84,3.75,8.3,1.7,7,4.55,69.56,8.57,73.07,5.81,9.25,53.4,24.9,71,14.9,33.7,82.3,8.53
1182,6037270100,4412,Los Angeles,6.2,88.5,5.3,20.6,40.1,10.7,0.2,23.4,4.9,90034,Los Angeles,46.49,Yes,0.046,12.05,33.28,669.81,0,1710.243681,2178.29,12.5,15,0.05,9,0.45,60.64,7.47,39.75,8.5,9.54,10.2,6.4,34.5,11.5,17.8,60.02,6.22
3930,6059099226,3889,Orange,10.2,71.5,18.3,13,30.1,0.7,0.3,53.6,2.3,92708,Fountain Valley,24.52,No,0.046,10.79,13.68,251.44,0.18,13437.17122,648.25,5.35,3,0.925,0,0.5,44.11,5.43,29.56,5.29,7.15,16.4,10.4,21.6,9.4,14.3,43.52,4.51
4825,6071010421,6057,San Bernardino,19.1,74.3,6.6,24.4,55.3,8.9,0.8,5.5,5.1,92277,Twentynine Palms,19.53,No,0.062,4.92532709,1.409,449.57,0,1.428108513,249.8,0,60,0.5,0,0,26.44,3.26,38.79,4.78,13.43,13.3,2.3,58.3,19.8,14.9,57.84,6
2414,6037119400,4987,Los Angeles,13.7,78.1,8.2,81.8,7.7,1.3,0.3,7.6,1.3,91331,Pacoima,35.21,No,0.057,11.21,18.43,618.05,0,691.1904481,957.63,0,0,0.01,0,0,38.3,4.72,69.56,6.9,7.28,51.1,12.4,39.8,17.2,20,71.97,7.46
3575,6037482201,3813,Los Angeles,8,73.9,18.1,16.8,3.2,0.1,0,78.9,1,91755,Monterey Park,26.82,No,0.048,12.05,23.161,798.46,0,7037.047568,699.12,0,2,0,0,2.2,46.4,5.72,22.94,5.23,4.08,21.6,36.3,41.8,11.6,14.7,45.25,4.69
7468,6053012000,3563,Monterey,11,72.7,16.3,18,67.9,1.5,0.5,8.3,3.8,93950,Pacific Grove,3.44,No,0.033,5.34450672,7.156,573.8,0,0.024222676,436.33,0,13,0,0,0.5,16.67,2.05,25.01,3.52,3.95,5.7,3.1,22.7,4.3,10.4,16.17,1.68
2029,6029001103,4782,Kern,23.8,72.5,3.7,86.5,7.9,3,1.2,0.5,0.9,93306,Bakersfield,38.56,No,0.062,19.6,19.208,684.57,0,20.4046562,335.04,0,0,0,0,1.25,36.57,4.5,67.51,7.41,8.4,63.1,15.7,78.3,16.5,29.4,82.54,8.56
4613,6073016402,7452,San Diego,12.2,75.9,11.9,25.8,60.7,5.1,0.7,3.6,4.1,92021,El Cajon,20.65,No,0.046,11.21,10.256,344.62,0,108.3998567,836.59,1,4.5,0,0,0,28.82,3.55,41.32,6.68,5.83,14.7,5.4,39.4,15.3,23.1,56.09,5.82
2558,6107002602,5561,Tulare,20.1,72.1,7.8,84.3,11.1,0.1,0.1,3.9,0.5,93247,Lindsay,34.13,No,0.062,13.73,5.721,661.86,195.43,66.54436835,101.41,0,13.5,0,0,0,39.9,4.91,55.02,3.78,10.62,48.2,20.5,63.6,11.9,20.5,66.95,6.94
2649,6037183520,3881,Los Angeles,15.6,77.5,6.9,85.4,8.8,1.3,0.2,3.6,0.8,90042,Los Angeles,33.43,No,0.048,12.05,17.982,225.83,0,3205.549609,661.4,2,0,0,3,0.5,38.09,4.69,52.64,4.96,8.44,42.4,21.3,59.7,13.7,22.5,68.7,7.12
65,6037540400,2384,Los Angeles,20.3,75.8,3.9,80.8,0.9,16.4,0.3,0.9,0.8,90059,Los Angeles,69.24,Yes,0.044,12.05,25.04,671.58,0,5968.050135,2333.93,67.85,18.3,0.985,0,9,66.07,8.14,90.58,4.68,10.34,56.1,22.9,80.2,18.3,33.8,82.03,8.51
4536,6075033204,3821,San Francisco,4.3,84.8,10.9,15.9,38.8,6.2,0.5,33.5,5.1,94132,San Francisco,21.06,No,0.03,7.85958451,35.403,171.2,0,133.407263,753.2,0,5,0.1,2,0,27.05,3.33,38.59,5.93,6.28,8.3,18.7,51.7,16.8,32.8,60.94,6.32
86,6065031300,2651,Riverside,16.4,74.4,9.2,92.7,2.8,1.9,0.9,1.2,0.4,92504,Riverside,67.44,Yes,0.065,12.05,17.52,960.39,13.08,11168.95806,2174.7,16,10,0.5,0,0,68.84,8.48,60.13,5.41,8.93,51.5,14.5,63.4,17.1,35.7,76.7,7.95
6753,6059099216,4000,Orange,11.6,75.2,13.2,13.4,71.8,0.6,0.2,10.5,3.5,92646,Huntington Beach,9.2,No,0.044,10.37,16.94,237.87,0.26,7635.049621,625.52,0,4,1.01,0,1,41.16,5.07,26.19,3.55,5.21,7,2.2,13.3,4.8,12.6,17.51,1.82
5589,6085512307,6344,Santa Clara,13.9,72.4,13.7,23.5,63.8,1.4,0.4,7.3,3.5,95037,Morgan Hill,15.64,No,0.04,8.27876414,9.132,479.79,53.55,21.55271291,303.02,8.2,6.75,0,6,8.5,37.17,4.58,37.47,3.11,8.59,5.6,3.2,18.7,10.1,12.9,32.95,3.42
734,6037553902,5809,Los Angeles,17.3,77.1,5.6,76.7,8.7,8.9,0.2,4.6,0.9,90723,Paramount,51.76,Yes,0.044,12.05,21.726,665.89,0,10607.90519,537.86,2.4,43.25,0.485,0,4.25,55.19,6.8,53.36,6.48,9.65,32.9,12.7,52.3,11.5,27.5,73.43,7.61
5896,6059075813,5069,Orange,10.3,75.2,14.5,25,56.1,0.5,0.4,15,3,92867,Orange,14.14,No,0.048,11.21,18.376,552.19,3.96,26243.55107,1853.21,0,2,0.275,1,0.2,52.73,6.5,21.3,3.27,4.71,8.7,2.7,15.4,8.4,16.3,21,2.18
2260,6037576904,3288,Los Angeles,12,83.6,4.4,39.4,29.5,15.2,0.4,12.3,3.3,90804,Long Beach,36.52,No,0.042,11.21,13.13,220.01,0,8414.1004,1210.19,0,14.25,0.535,4,0,43.1,5.31,71.45,4.68,8.92,20.5,8.5,53.2,12.2,31.3,66.33,6.88
1816,6037277400,1533,Los Angeles,15.4,79.8,4.8,22.9,8.2,53.9,0,11,4,90045,Los Angeles,40.4,Yes,0.046,12.05,38.92,579.62,0,2779.753628,2067.61,21,53.25,3.385,0,0,61.13,7.53,26.93,8.43,4.97,17.5,8,46.7,7.8,29.4,51.74,5.37
878,6037407801,5074,Los Angeles,13.8,76.1,10.1,76.9,6.1,1.4,0.3,14.6,0.7,91744,La Puente,49.89,Yes,0.051,11.21,22.554,810.9,0.24,15787.19781,625.01,6,1,1.75,2,2.2,59.12,7.28,55.47,6.41,8.74,31.7,5.1,41.5,15.2,18.6,66.06,6.85
4776,6001451404,6610,Alameda,16.8,77.1,6.1,51.5,36.8,1.6,0.4,6.9,2.8,94551,Livermore,19.77,No,0.04,8.69794377,20.05,418.74,0,151.6854273,427.05,7.1,51,0.01,3,0,33.53,4.13,30.96,5.54,6.76,25.1,6.3,42,7.1,16.6,46.15,4.79
3604,6013372000,7353,Contra Costa,14.3,77.3,8.4,57.9,14.9,10.5,0.3,13.4,3,94804,Richmond,26.62,No,0.03,8.27876414,32.93,70.6,0.16,1032.280997,562.97,1.6,11,0.01,2,0,30.69,3.78,126.89,3.92,9.46,28.4,22.4,57.1,14.7,15.1,67.92,7.04
1902,6059001201,5505,Orange,18.8,75.4,5.8,80.6,12.5,1.7,0.2,3.5,1.3,90631,La Habra,39.65,Yes,0.046,11.21,8.023,614.96,0,7040.750812,756.76,0.5,6.5,0.05,7,3.75,47.24,5.82,53.99,5.23,9.62,29,16.1,52.1,7.8,24,65.71,6.81
7250,6059032044,5760,Orange,7.7,81.1,11.2,6.8,85.1,0.7,0.2,4.7,2.5,92679,Trabuco Canyon,5.83,No,0.051,9.1171234,2.821,437.43,0,2168.384916,225.09,0,0,0,0,0,21.98,2.71,17.31,4.76,5.99,1.7,0.8,9.1,7.2,15.6,20.78,2.15
1169,6037433403,4675,Los Angeles,17.5,77.2,5.3,82.7,2.4,0.2,0.1,14.4,0.2,91732,El Monte,46.64,Yes,0.05,11.63,30.676,782.36,0,6891.617792,1295.62,28.65,29.75,0.11,0,3.5,64,7.88,39.91,3.62,5.52,51.3,33.5,66.3,11.3,33.5,57.06,5.92
4927,6085512032,3389,Santa Clara,14.8,76.4,8.8,34.3,41,3.3,0.5,16.5,4.5,95119,San Jose,19.01,No,0.038,10.37,13.64,548.6,0,57.89757106,590.93,47.2,6,5.3,2,0,39.57,4.87,39.06,5.35,7.51,9.7,4.2,15.9,7.6,9.1,37.61,3.9
2475,6037551000,7200,Los Angeles,12.5,74.8,12.7,63.8,23.9,1.8,0.1,9,1.4,90241,Downey,34.81,No,0.046,12.05,26.975,675.31,0,6163.508779,908.04,0.4,7,0.2,3,5.75,57.1,7.03,39.25,4.66,7.82,19.5,5.1,35.7,10,17.8,47.73,4.95
811,6037232800,3823,Los Angeles,17.5,77.7,4.8,80.5,0.7,17.1,0.3,0.4,1,90037,Los Angeles,50.73,Yes,0.046,12.89,26.33,664.07,0,4281.334319,4155.88,9.9,1.8,0.11,0,2.5,57.43,7.07,43.34,6.56,5.47,52.5,25.7,81.5,10.2,45.4,69.15,7.17
5561,6037910713,5324,Los Angeles,16.9,77.7,5.4,62.4,15.7,16,0.3,3.5,2.1,93552,Palmdale,15.78,No,0.062,6.18286598,8.346,243.83,0,4.520363804,348.54,0,0,0,0,0,16.21,2,62.11,5.3,12.21,32.1,8,59.7,18.9,28.7,76.21,7.9
6117,6083001601,5270,Santa Barbara,11.5,74.4,14.1,45.9,48.1,0.6,0.3,3.3,1.7,93013,Carpinteria,12.93,No,0.044,9.53630303,4.146,468.71,569.8,11.79942179,665.52,0,10.5,0.075,12,0.2,39.17,4.82,37.05,3.74,5.35,16,2,18.9,8.1,6.3,25.85,2.68
3054,6037185100,6295,Los Angeles,11.9,75.6,12.5,53.1,31.6,2.6,0.2,9.9,2.6,90065,Los Angeles,30.46,No,0.048,12.47,25.638,225.83,0,3300.987862,1603.77,1,3,0,7,2.2,49.11,6.05,37.42,4.68,4.88,23.5,16.7,50.9,10.3,18.6,48.57,5.04
5583,6083000101,6495,Santa Barbara,9.8,70.5,19.7,34.2,55.8,2.9,0.4,4.6,2.1,93110,Santa Barbara,15.67,No,0.04,4.50614746,8.883,668.6,0.76,0.010209989,993.58,0,13.25,0.125,5,15,39.64,4.88,32.99,3.59,3.9,18.3,6.7,27.8,7,17.7,30.95,3.21
7176,6059042323,4512,Orange,6.1,67.3,26.6,7.5,85.4,0.9,0.4,3.6,2.3,92629,Dana Point,6.35,No,0.048,8.69794377,2.927,466.02,0.3,1715.996014,343.21,0,0,0.01,4,0,28.45,3.5,29.15,4.05,5.65,0.6,0,9.1,5.6,14.7,17.47,1.81
6632,6081600401,3240,San Mateo,10.2,77.4,12.4,24.6,13.9,5.7,0.1,51.3,4.4,94014,Daly City,9.85,No,0.03,8.69794377,23.88,171.2,0,127.2104511,468.65,0,2,0,0,0,18.04,2.22,58.26,7.17,5.5,9.6,9.6,17.3,1.4,10.8,42.71,4.43
5616,6037403324,6804,Los Angeles,8,80,12,11.2,16.8,3.4,0.2,66.2,2.2,91765,Diamond Bar,15.53,No,0.053,12.05,10.607,579.65,0,10980.26719,618.06,0,10,0,0,0,39.98,4.92,22.35,3.3,7.12,4.8,13.4,17.9,8.3,16.9,30.4,3.15
6515,6075026002,3544,San Francisco,8.4,68.2,23.4,33.5,26.2,3.8,0.2,34,2.3,94112,San Francisco,10.61,No,0.03,8.69794377,48.53,171.2,0,191.675666,397.2,0,2,0,0,0,20.21,2.49,39.46,4.73,5.16,19.6,12.1,26.3,6.1,19.7,41.09,4.26
5425,6073002100,5259,San Diego,11.9,83.2,4.9,36.7,39.3,11.7,0.4,8.5,3.6,92116,San Diego,16.54,No,0.04,10.37,24.311,228.07,0,190.8601391,1317.57,1,0,0,0,0,28.67,3.53,48.97,3.93,6.54,13.8,5.1,31.4,10.6,23.8,45.16,4.68
5044,6067005606,4029,Sacramento,11,72.4,16.6,15.7,67.7,6,0.4,5.7,4.4,95864,Sacramento,18.37,No,0.05,9.53630303,12.4,863.34,0,226.153751,1075.3,0.4,2,0,7,0,38.95,4.8,46.59,2.93,7.26,6.8,1.9,24.9,11.6,19.7,36.92,3.83
3318,6071010804,2947,San Bernardino,9.7,77.3,13,17.7,75.6,1,1.2,0.9,3.7,92407,San Bernardino,28.48,No,0.068,10.79,2.734,268.84,14.23,645.975694,122.61,1,0,0,1,2.25,35.09,4.32,111.09,5.15,13.44,8.6,3.4,50.3,11.9,12.2,63.53,6.59
545,6037552400,2794,Los Angeles,16,76.4,7.6,83.9,6.4,2.1,0.4,6.1,1,90650,Norwalk,54.65,Yes,0.046,11.63,29.85,487.12,0,5540.836997,1539.28,12.75,16.6,1.435,2,3.15,61.7,7.6,62.78,6.11,13.4,37.6,5.4,41.9,10.2,16.3,69.34,7.19
4402,6073018905,6765,San Diego,17.2,74.4,8.4,61.6,32.4,1.9,0.3,1.7,2.1,92028,Fallbrook,21.83,No,0.05,7.44040487,6.133,183.39,7.63,83.18317328,594.11,4,24.75,0,0,6,34.65,4.27,32.27,4.04,6.95,30,19.6,51.5,12.7,13.6,49.33,5.12
5063,6085503509,4040,Santa Clara,14.7,77.9,7.4,63.1,7.6,2.3,0.3,25,1.6,95127,San Jose,18.29,No,0.038,10.37,19.535,560.28,0,182.1618022,421.84,0,0,0,1,0,24.96,3.07,39.36,5.81,7.18,27.6,13.8,36.5,7.4,28.6,57.35,5.95
